Gender,Price (INR),NumImages,ProductID,Description,PrimaryColor
Women,417,3,10139039,Gold-Toned Heart Shaped drop earrings and has artificial stones and beadsSecured with a post and back closure, Gold
Women,449,5,10185389,"Navy Blue striped straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",Blue
Men,1349,6,10222789,"Blue and White printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,1314,5,10068627,"Tan solid sling bag, has a button closure1 main compartmentTablet sleeve: NoWith a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer", Brown
Women,523,5,10012517," Gold-plated and off-white pearl beaded maang tikka, has kundan embellishment detail and pearl beaded droplets  Secured with S-hook closure ", White
Men,3999,5,10030371,"A pair of round-toe black textured sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Red
Men,989,5,10156245,"White and Black checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Black
Men,854,5,10187821,"Navy blue solid pullover sweater, has a round neck, long sleeves, and ribbed hem",Blue
Women,679,5,10028929,"A pair of green open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Green
Men,3499,6,1019940,"Grey printed blazer, has a notched lapel, lightly padded shoulders, single-breasted with double button closures, long sleeves, a chest pocket, two welt pockets with flaps, a vented back hem, has an attached inner lining with three pockets", Grey
Women,8795,2,1022179,Case style: Analogue watch with a circular caseDial style: Blue dialFeatures: A screw to reset the timeStrap style: Steel-toned bracelet-style strap secured with a claspWater-resistantComes in a signature SKAGEN DENMARK caseWarranty: 1 year from the date of purchaseWarranty provided by Brand Owner / Manufacturer,Blue
Women,461,5,10074623,"Green printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and multiple slits", Green
Women,919,5,10274051,"Navy blue, white and pink checked knitted and woven cinched waist top, has a round neck, long sleeves, button closure",Blue
Men,3499,5,10035973,"A pair of tan brown round-toed formal derbys, has central lace-upsPatent leather upperCushioned footbedTextured leather outsole, has a stacked heel", Brown
Men,1999,6,10187971,"Navy Blue solid sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem",Blue
Men,1199,5,10036593,"Pink self-design semiformal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Red
Women,1195,5,10001479,"Design Detail:Beige woven design saree, has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.Fabric:Art silk is manufactured by synthetic fibres like rayon. It's light in weight and is soft on the skin for comfort in summers.", Beige
Women,1519,5,10051517,"Multicoloured self-design knitted layered maxi dress, has a round neck, sleeveless, concealed zip closure, and asymmetric hem", Red
Men,879,7,10099475,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Women,1119,5,10206719,"Dusty pink embellished straight kurta, has a round neck, three-quarter sleeves, straight hem and side slits", Pink
Men,1183,5,10231427,"Grey solid straight-fit trackpants, has an elasticated waistband with a drawstring fastening, three pockets", Grey
Boys,1499,5,10213003,"Teal blue striped sweatshirt with printed detail, has a round neck, long sleeves, straight hem",Blue
Women,1336,6,10258369,"Shade nameBlackWhat it isNaturStudio All-Day-Wear Kohl KajalComes with a sharpnerWhat it doesNaturStudio All-Day-Wear Kohl Kajal is safe for use as a liner and as a kohl-kajalGo ahead, create looks to your heart's contentWaterproof and smudge-free formulaIngredientsHydrogenated Castor OilRice Bran WaxNatural Vitamin EWhat it is?Plum Green Tea Skin Clarifying ConcentrateSuitable ForOily and Acne prone skinWhat it does?When your skin is oily and acne-prone, you need action on multiple fronts to clear things upThe Plum Green Tea Skin Clarifying Concentrate is a 100% vegan, hyper-concentrated serum that helps clear up skin and prevents the appearance of fresh spots & blemishes in 5 different waysThis serum can be used twice daily as part of a regular skin care regime for oily & acne-prone skinFeaturesOrganic green tea extracts prevent oxidation of sebum, which is a leading cause of acneInstantly absorbing, non-comedogenic formulaHelps regulate sebum production on skin naturallyContains natural AHAs from 5 different plant sources: sugar cane, bilberry, maple, orange and lemon. Great for gentle exfoliation of skinLicorice is proven to fight spotting and pigmentation on skinWillow bark is rich in salicylic acid which is a microbe-fighter, and hence useful is preventing acneContains just the right quantity of argan oil to prevent dryness of skinParaben-free, mineral oil-free, paraffin-free, silicone-free, sulphate-free100% vegan formula, not tested on animalsKey IngredientsGreen Tea prevents oxidation of sebum, one of the major causes of acneAlpha-hydroxy acids (AHAs) from 5 different plant sources promote skin renewalCinnamon bark helps regulate sebum production naturallyWillow bark contains salicylic acid that fights acne-causing microbesLicorice helps tackle hyper-pigmentation and clears up skin  ", Green
Boys,465,5,10088847,"Pack of 2 Henley Neck T-shirtsYellow and navy blue striped T-shirt ,has a Henley neck, short sleevesYellow and navy blue striped T-shirt ,has a Henley neck, short sleeves",
Boys,674,6,10136239,"Orange printed sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem", Orange
Boys,1319,5,10146651,"Khaki and white solid kurta with trousersKhaki straight above knee kurta, has a mandarin collar, long sleeves, asymmetric hem, multiple slitsWhite Solid trousers, has partially elasticated waistband, button closure", White
Girls,1299,3,10256895,"Medium light fade blue jeansRegular fit, mid-riseClean lookStretchableButton and zip closure5 pocketLength: regular",Blue
Men,499,5,10169289,"Navy Blue printed straight kurta, has a mandarin collar, long sleeves, and curved hem",Blue
Women,1689,7,10208769,"A pair of round-toe olive green solid sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Green
Women,679,4,10029001,"A pair of pink open-toed flats, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsole", Red
Women,625,5,10019593,"Purple solid woven cinched waist top, has a round neck, three-quarter sleeves, button closure", Purple
Men,1304,5,10155865,"Rust orange and beige checked smart casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket", Beige
Men,989,5,10155027,"Navy Blue and Maroon checked casual shirt, has a slim collar, long sleeves, button placket, and curved hem",Blue
Women,552,5,10017503,Black solid full-coverage Everyday bra Non Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
Men,3249,5,10018287,Product Design DetailsA pair of white running sports shoesHas regular stylingLace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, White
Women,629,2,10231041,"What It Is?:Daily Life Forever52 Super Stay Lip Gloss 7mlColour Shade Name:PinkWhat It Does?:A lip gloss that boldly creates the appearance of fuller lips. The Super Stay Lip Gloss by Daily Life Forever52 helps you create a voluminous lip look and features a formula that provides your lips with long lasting moisture for up to 8 hours. This waterproof and smudge-proof lip gloss stays put even during extreme conditions. Furthermore, it coats your lips with a richly pigmented, high-shine, non sticky and lightweight formula for that ultimate glossy look.Features:A lasting lip lacquer for luxe shine and fuller-looking lipsThe formula is enriched with nourishing benefits, keeps lips hydratedIt gives lips a sculpted and volumized gleamFeatures a pointed tip, doe foot applicator for increased precisionAbout The Brand:Daily Life Forever52 is one of the most renowned cosmetic brands that have evolved over the years to make professional beauty products easily accessible to all the gorgeous women all across the globe. The brand's aim is to offer trendy, unique and revolutionizing products that can help you in becoming everything you want to be, reflecting your true potential and at the same time keep your skin healthy naturally.", Pink
Women,412,4,10180453,"Gold-Toned Classic Earrings, brass-plated, and has artificial beads Secured with a post and back", Gold
Women,779,5,10224957,"Peach-Coloured and Green block print straight kurta, has a round neck, three-quarter sleeves, hook-and-eye closure straight hem, and side slits", Green
Men,1814,5,10267743,"White solid T-shirt with striped and printed detail, has a round neck, and short sleeves", White
Unisex,1263,4,10051031,Set content: Single Long Door curtainColour: White and RedPattern: Ethnic MotifsLight blocking: RegularFitting: EyeletLining: No, Red
Women,629,2,10231059,"What It Is?:Daily Life Forever52 Super Stay Lip Gloss 7mlColour Shade Name:RedWhat It Does?:A lip gloss that boldly creates the appearance of fuller lips. The Super Stay Lip Gloss by Daily Life Forever52 helps you create a voluminous lip look and features a formula that provides your lips with long lasting moisture for up to 8 hours. This waterproof and smudge-proof lip gloss stays put even during extreme conditions. Furthermore, it coats your lips with a richly pigmented, high-shine, non sticky and lightweight formula for that ultimate glossy look.Features:A lasting lip lacquer for luxe shine and fuller-looking lipsThe formula is enriched with nourishing benefits, keeps lips hydratedIt gives lips a sculpted and volumized gleamFeatures a pointed tip, doe foot applicator for increased precisionAbout The Brand:Daily Life Forever52 is one of the most renowned cosmetic brands that have evolved over the years to make professional beauty products easily accessible to all the gorgeous women all across the globe. The brand's aim is to offer trendy, unique and revolutionizing products that can help you in becoming everything you want to be, reflecting your true potential and at the same time keep your skin healthy naturally.", Red
Boys,749,3,10247283,"Blue printed sweatshirt, has a round neck, long sleeves, straight hem",Blue
Men,759,5,10017619,"Blue solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one pocket",Blue
Men,5999,7,10274471,"Black dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Black
Women,1999,6,10186841,"Green and golden printed kurta with palazzos and dupattaGreen and golden printed straight knee length kurta with sequinned detail, has a round neck, three-quarter sleeves, side slitsGreen and golden printed palazzos, has partially elasticated waistband, slip-on closureGreen solid dupatta, has taping border", Green
Women,594,3,10206393,White solid woven A-line  top and has  shoulder straps, White
Men,1197,5,10006059,A pair of brown fisherman sandalsLeather upper with velcro closureCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown
Women,2999,5,10157881,"Our softer than soft sweats. Garment-dyed and washed with a special technique for incredible softness so they already feel like a favorite. Made to be your new everywhere, always-on essential.Supersoft, brushed French terry knitLong sleeves with banded rib-knit cuffsHooded neckline, full-zip frontFront kangaroo pocketsRib-knit trim hemScreen-printed arch logo at chestAllover vintage washEach garment is uniqueSlight variations between pieces are a natural result of our special garment-dye and wash techniques",
